id,text,aspect,sentiment
971,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,dishes,positive
971,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,chicken in curry sauc,positive
971,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,salmon caserole,positive
3423,We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,positive
1605,I've had pizza both times and the caprese salad appetizer.,pizza,neutral
1605,I've had pizza both times and the caprese salad appetizer.,caprese salad appetizer,neutral
303,"I have been here a few times for dinner, once for brunch and twice for lunch.",dinner,neutral
303,"I have been here a few times for dinner, once for brunch and twice for lunch.",brunch,neutral
303,"I have been here a few times for dinner, once for brunch and twice for lunch.",lunch,neutral
769,Three of us arrived for dinner about 5:30 on a week night without reservations.,dinner,neutral
769,Three of us arrived for dinner about 5:30 on a week night without reservations.,reservations,neutral
715,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef,negative
715,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,noodle soup dishes,negative
715,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,menu,negative
3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",fish,positive
3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",rice,positive
3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",seaweed,positive
2252,"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",cater,positive
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lamb chop,positive
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",salads,positive
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lemon,positive
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",extra virgnin olive oil,positive
3341,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",chef,negative
3341,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",staff,negative
276,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,staff,positive
276,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,manager,positive
276,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,menu selections,positive
2553,After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.,pizza,negative
3709,My wife had the fried shrimp which are huge and loved it.,fried shrimp,positive
2251,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,thai cuisine,positive
2653,The menu prices are a bit expensive for what you get in quality and portion size.,menu prices,negative
2653,The menu prices are a bit expensive for what you get in quality and portion size.,quality,negative
2653,The menu prices are a bit expensive for what you get in quality and portion size.,portion size,negative
1125,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",music,conflict
1125,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",corriander,neutral
1128,"It was nice and fresh, but I can't give it high scores on being authentic thai.",thai,negative
833,Metrazur has a beautiful spot overlooking the main terminal.,spot,positive
1434,"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",General Tao chicken,negative
1434,"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",Chinese food,neutral
1839,Food is great and inexpensive.,Food,positive
778,A++   The service was good to excellent along with the attitude.,service,positive
778,A++   The service was good to excellent along with the attitude.,attitude,positive
224,"The food was terrific and the service classy, attentive, without being overbearing.",food,positive
224,"The food was terrific and the service classy, attentive, without being overbearing.",service,positive
3487,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,waterbugs,negative
938,"I found the food, service and value exceptional everytime I have been there.",food,positive
938,"I found the food, service and value exceptional everytime I have been there.",service,positive
938,"I found the food, service and value exceptional everytime I have been there.",value,positive
1465,"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.",service,conflict
1382,It was not above ordinary and the beef version had cheap (undercooked) beef.,beef version,negative
